user_id,segment_id,segment_name,total_sessions,conversion_rate,revenue_per_session,days_active
U0962226,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U1122397,1,One-Time Browsers,2,0.0,0.0,2
U1071210,1,One-Time Browsers,2,0.0,0.0,2
U0563967,1,One-Time Browsers,1,0.0,0.0,1
U0622690,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0685418,1,One-Time Browsers,2,0.0,0.0,2
U0850139,0,One-Time Browsers,1,0.0,0.0,1
U0522926,0,One-Time Browsers,1,0.0,0.0,1
U0512420,0,One-Time Browsers,1,0.0,0.0,1
U0621694,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1192356,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1009163,1,One-Time Browsers,2,0.0,0.0,2
U0977738,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1035748,1,One-Time Browsers,2,0.0,0.0,2
U0656744,1,One-Time Browsers,1,0.0,0.0,1
U0258049,1,One-Time Browsers,1,0.0,0.0,1
U0988549,1,One-Time Browsers,2,0.0,0.0,2
U0873672,1,One-Time Browsers,1,0.0,0.0,1
U0654108,0,One-Time Browsers,1,0.0,0.0,1
U1123757,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0202083,0,One-Time Browsers,2,0.0,0.0,2
U1077781,1,One-Time Browsers,2,0.0,0.0,2
U0977765,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0915103,0,One-Time Browsers,1,0.0,0.0,1
U0868829,0,One-Time Browsers,1,0.0,0.0,1
U0858951,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0062722,0,One-Time Browsers,2,0.0,0.0,2
U0292539,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0216200,0,One-Time Browsers,1,0.0,0.0,1
U0834046,3,High-Value Loyal Buyers,2,0.5,673.755,2
U0331479,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0024425,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0100585,0,One-Time Browsers,1,0.0,0.0,1
U0720265,0,One-Time Browsers,1,0.0,0.0,1
U0724271,1,One-Time Browsers,2,0.0,0.0,2
U0558125,0,One-Time Browsers,1,0.0,0.0,1
U0802794,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0355776,1,One-Time Browsers,3,0.0,0.0,3
U0659778,0,One-Time Browsers,2,0.0,0.0,2
U0082069,1,One-Time Browsers,3,0.0,0.0,3
U0839758,1,One-Time Browsers,1,0.0,0.0,1
U0697513,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0886092,1,One-Time Browsers,1,0.0,0.0,1
U0936292,0,One-Time Browsers,1,0.0,0.0,1
U1084803,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0803644,0,One-Time Browsers,1,0.0,0.0,1
U0124986,1,One-Time Browsers,2,0.0,0.0,2
U1023492,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0579472,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0733841,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0695444,1,One-Time Browsers,2,0.0,0.0,2
U0666366,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0165310,1,One-Time Browsers,2,0.0,0.0,2
U0640493,0,One-Time Browsers,1,0.0,0.0,1
U0886507,1,One-Time Browsers,3,0.0,0.0,3
U0428028,0,One-Time Browsers,1,0.0,0.0,1
U0957466,1,One-Time Browsers,1,0.0,0.0,1
U0991847,2,Window Shoppers (Retargetable),6,0.0,0.0,6
U0240630,1,One-Time Browsers,2,0.0,0.0,2
U0947686,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0388620,0,One-Time Browsers,1,0.0,0.0,1
U0996286,0,One-Time Browsers,2,0.0,0.0,2
U0214020,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0218781,0,One-Time Browsers,2,0.0,0.0,2
U0993480,1,One-Time Browsers,2,0.0,0.0,2
U0140980,1,One-Time Browsers,1,0.0,0.0,1
U0075414,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0363848,0,One-Time Browsers,1,0.0,0.0,1
U0793292,1,One-Time Browsers,1,0.0,0.0,1
U1132750,0,One-Time Browsers,2,0.0,0.0,2
U0320851,1,One-Time Browsers,1,0.0,0.0,1
U0338280,1,One-Time Browsers,2,0.0,0.0,2
U0762581,0,One-Time Browsers,1,0.0,0.0,1
U0343331,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0212455,1,One-Time Browsers,2,0.0,0.0,2
U0322456,1,One-Time Browsers,1,0.0,0.0,1
U1041821,0,One-Time Browsers,1,0.0,0.0,1
U0519453,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0118163,1,One-Time Browsers,2,0.0,0.0,2
U1110605,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0593276,0,One-Time Browsers,2,0.0,0.0,2
U0720505,1,One-Time Browsers,1,0.0,0.0,1
U0454307,1,One-Time Browsers,2,0.0,0.0,2
U1013041,1,One-Time Browsers,2,0.0,0.0,2
U0343324,0,One-Time Browsers,1,0.0,0.0,1
U0943145,0,One-Time Browsers,1,0.0,0.0,1
U0094665,1,One-Time Browsers,1,0.0,0.0,1
U0474604,0,One-Time Browsers,1,0.0,0.0,1
U0269261,0,One-Time Browsers,2,0.0,0.0,2
U0715963,0,One-Time Browsers,2,0.0,0.0,2
U1019351,0,One-Time Browsers,1,0.0,0.0,1
U0845730,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0080004,1,One-Time Browsers,3,0.0,0.0,3
U0980821,0,One-Time Browsers,2,0.0,0.0,2
U1116032,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0675341,1,One-Time Browsers,2,0.0,0.0,2
U0791331,1,One-Time Browsers,1,0.0,0.0,1
U0191754,2,Window Shoppers (Retargetable),6,0.0,0.0,6
U0536180,0,One-Time Browsers,1,0.0,0.0,1
U0953064,0,One-Time Browsers,1,0.0,0.0,1
U1145200,0,One-Time Browsers,1,0.0,0.0,1
U1180538,0,One-Time Browsers,1,0.0,0.0,1
U0477017,1,One-Time Browsers,2,0.0,0.0,2
U0160108,1,One-Time Browsers,2,0.0,0.0,2
U1047743,1,One-Time Browsers,1,0.0,0.0,1
U0786322,2,Window Shoppers (Retargetable),3,0.3333333333333333,261.8066666666667,3
U1059363,0,One-Time Browsers,2,0.0,0.0,2
U0739526,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0701207,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0839882,0,One-Time Browsers,1,0.0,0.0,1
U0882787,1,One-Time Browsers,1,0.0,0.0,1
U0068704,1,One-Time Browsers,2,0.0,0.0,2
U0293590,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U1083821,1,One-Time Browsers,4,0.0,0.0,4
U0308053,0,One-Time Browsers,1,0.0,0.0,1
U0676973,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0048274,0,One-Time Browsers,1,0.0,0.0,1
U0655489,0,One-Time Browsers,2,0.0,0.0,2
U0185413,1,One-Time Browsers,2,0.0,0.0,2
U1118819,0,One-Time Browsers,2,0.0,0.0,2
U0726753,0,One-Time Browsers,1,0.0,0.0,1
U0938431,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0035448,1,One-Time Browsers,3,0.0,0.0,3
U0426880,0,One-Time Browsers,1,0.0,0.0,1
U0132175,0,One-Time Browsers,1,0.0,0.0,1
U0088803,1,One-Time Browsers,2,0.0,0.0,2
U0131837,0,One-Time Browsers,1,0.0,0.0,1
U0443173,1,One-Time Browsers,3,0.0,0.0,3
U0405059,0,One-Time Browsers,1,0.0,0.0,1
U0668246,0,One-Time Browsers,1,0.0,0.0,1
U1118090,0,One-Time Browsers,1,0.0,0.0,1
U0172534,1,One-Time Browsers,1,0.0,0.0,1
U0863429,0,One-Time Browsers,1,0.0,0.0,1
U0086145,1,One-Time Browsers,2,0.0,0.0,2
U0277263,1,One-Time Browsers,2,0.0,0.0,2
U0615900,1,One-Time Browsers,2,0.0,0.0,2
U0153613,0,One-Time Browsers,1,0.0,0.0,1
U0731545,0,One-Time Browsers,2,0.0,0.0,2
U0026423,1,One-Time Browsers,1,0.0,0.0,1
U1160693,1,One-Time Browsers,1,0.0,0.0,1
U0077839,0,One-Time Browsers,1,0.0,0.0,1
U0698194,1,One-Time Browsers,2,0.0,0.0,2
U0551553,0,One-Time Browsers,1,0.0,0.0,1
U0194855,1,One-Time Browsers,3,0.0,0.0,3
U0148702,0,One-Time Browsers,1,0.0,0.0,1
U0857238,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0229017,0,One-Time Browsers,1,0.0,0.0,1
U1194748,0,One-Time Browsers,2,0.0,0.0,2
U0082082,0,One-Time Browsers,1,0.0,0.0,1
U0286233,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0746121,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1010398,1,One-Time Browsers,1,0.0,0.0,1
U0318242,0,One-Time Browsers,1,0.0,0.0,1
U0666866,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0773955,0,One-Time Browsers,2,0.0,0.0,2
U0356284,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0163623,0,One-Time Browsers,1,0.0,0.0,1
U1196513,0,One-Time Browsers,2,0.0,0.0,2
U0522551,1,One-Time Browsers,2,0.0,0.0,2
U0490894,1,One-Time Browsers,2,0.0,0.0,2
U0450185,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0746019,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0029988,1,One-Time Browsers,3,0.0,0.0,3
U0838584,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0967458,1,One-Time Browsers,2,0.0,0.0,2
U1090028,0,One-Time Browsers,1,0.0,0.0,1
U0366229,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1140095,3,High-Value Loyal Buyers,1,1.0,1224.82,1
U1088973,0,One-Time Browsers,1,0.0,0.0,1
U0290193,0,One-Time Browsers,2,0.0,0.0,2
U0097682,0,One-Time Browsers,2,0.0,0.0,2
U1022412,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0368373,2,Window Shoppers (Retargetable),7,0.0,0.0,7
U0227820,0,One-Time Browsers,1,0.0,0.0,1
U1178827,1,One-Time Browsers,3,0.0,0.0,3
U0684335,0,One-Time Browsers,2,0.0,0.0,2
U0961914,1,One-Time Browsers,1,0.0,0.0,1
U0587736,3,High-Value Loyal Buyers,2,0.5,730.64,2
U1082263,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0400156,1,One-Time Browsers,2,0.0,0.0,2
U1096595,0,One-Time Browsers,1,0.0,0.0,1
U0415827,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0020088,1,One-Time Browsers,2,0.0,0.0,2
U0790664,1,One-Time Browsers,3,0.0,0.0,3
U0947344,1,One-Time Browsers,2,0.0,0.0,2
U1059089,0,One-Time Browsers,1,0.0,0.0,1
U0197637,0,One-Time Browsers,1,0.0,0.0,1
U0702529,1,One-Time Browsers,2,0.0,0.0,2
U0947398,0,One-Time Browsers,2,0.0,0.0,2
U0851817,1,One-Time Browsers,2,0.0,0.0,2
U0031468,0,One-Time Browsers,1,0.0,0.0,1
U0723786,1,One-Time Browsers,2,0.0,0.0,2
U0161743,0,One-Time Browsers,2,0.0,0.0,2
U0073679,1,One-Time Browsers,3,0.0,0.0,3
U0450218,1,One-Time Browsers,4,0.0,0.0,4
U0954816,0,One-Time Browsers,1,0.0,0.0,1
U1133585,0,One-Time Browsers,2,0.0,0.0,2
U0807924,1,One-Time Browsers,2,0.0,0.0,2
U0257578,0,One-Time Browsers,1,0.0,0.0,1
U0202757,0,One-Time Browsers,1,0.0,0.0,1
U0632232,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0388078,1,One-Time Browsers,3,0.0,0.0,3
U0776051,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0932114,1,One-Time Browsers,2,0.0,0.0,2
U0161226,0,One-Time Browsers,1,0.0,0.0,1
U0809975,0,One-Time Browsers,1,0.0,0.0,1
U0895899,1,One-Time Browsers,1,0.0,0.0,1
U0726611,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0148037,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0350044,1,One-Time Browsers,1,0.0,0.0,1
U0052443,0,One-Time Browsers,2,0.0,0.0,2
U0776441,0,One-Time Browsers,1,0.0,0.0,1
U1199300,1,One-Time Browsers,3,0.0,0.0,3
U1035491,0,One-Time Browsers,2,0.0,0.0,2
U0788004,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0436873,3,High-Value Loyal Buyers,1,1.0,1334.63,1
U0170490,1,One-Time Browsers,2,0.0,0.0,2
U1061814,1,One-Time Browsers,1,0.0,0.0,1
U0883330,0,One-Time Browsers,1,0.0,0.0,1
U0565672,0,One-Time Browsers,2,0.0,0.0,2
U0168453,1,One-Time Browsers,1,0.0,0.0,1
U0933494,0,One-Time Browsers,1,0.0,0.0,1
U0622268,0,One-Time Browsers,2,0.0,0.0,2
U0241961,0,One-Time Browsers,1,0.0,0.0,1
U0963788,1,One-Time Browsers,2,0.0,0.0,2
U0866487,0,One-Time Browsers,1,0.0,0.0,1
U0844631,1,One-Time Browsers,4,0.0,0.0,4
U0519730,1,One-Time Browsers,1,0.0,0.0,1
U0989879,0,One-Time Browsers,1,0.0,0.0,1
U1072793,0,One-Time Browsers,1,0.0,0.0,1
U0827401,1,One-Time Browsers,3,0.0,0.0,3
U0374765,1,One-Time Browsers,1,0.0,0.0,1
U0052620,1,One-Time Browsers,2,0.0,0.0,2
U0816491,1,One-Time Browsers,3,0.0,0.0,3
U0047701,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U1073596,0,One-Time Browsers,2,0.0,0.0,2
U0843789,0,One-Time Browsers,1,0.0,0.0,1
U1027990,0,One-Time Browsers,2,0.0,0.0,2
U1149511,0,One-Time Browsers,2,0.0,0.0,2
U0253894,1,One-Time Browsers,2,0.0,0.0,2
U1018358,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0724514,3,High-Value Loyal Buyers,2,0.5,591.675,2
U0222688,1,One-Time Browsers,4,0.0,0.0,4
U0863398,1,One-Time Browsers,2,0.0,0.0,2
U0567212,1,One-Time Browsers,2,0.0,0.0,2
U0417150,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0575110,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0480447,1,One-Time Browsers,2,0.0,0.0,2
U0115023,0,One-Time Browsers,1,0.0,0.0,1
U0909942,1,One-Time Browsers,1,0.0,0.0,1
U0371826,0,One-Time Browsers,1,0.0,0.0,1
U0471372,1,One-Time Browsers,3,0.0,0.0,2
U1198650,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0591355,1,One-Time Browsers,2,0.0,0.0,2
U0452386,1,One-Time Browsers,1,0.0,0.0,1
U0000282,0,One-Time Browsers,1,0.0,0.0,1
U0138468,1,One-Time Browsers,3,0.0,0.0,3
U0643812,1,One-Time Browsers,4,0.0,0.0,4
U0766306,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0259789,1,One-Time Browsers,2,0.0,0.0,2
U0736759,1,One-Time Browsers,2,0.0,0.0,2
U0446239,1,One-Time Browsers,1,0.0,0.0,1
U0243832,3,High-Value Loyal Buyers,2,0.5,503.68,2
U1119762,2,Window Shoppers (Retargetable),3,0.0,0.0,2
U0648188,0,One-Time Browsers,2,0.0,0.0,2
U0878896,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0423882,0,One-Time Browsers,1,0.0,0.0,1
U0942073,1,One-Time Browsers,1,0.0,0.0,1
U0853791,0,One-Time Browsers,1,0.0,0.0,1
U0036434,0,One-Time Browsers,2,0.0,0.0,2
U0411899,0,One-Time Browsers,1,0.0,0.0,1
U0120390,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0812441,1,One-Time Browsers,2,0.0,0.0,2
U1134250,1,One-Time Browsers,2,0.0,0.0,2
U0768502,2,Window Shoppers (Retargetable),3,0.3333333333333333,160.32,3
U0178589,0,One-Time Browsers,1,0.0,0.0,1
U0245113,0,One-Time Browsers,1,0.0,0.0,1
U0742567,1,One-Time Browsers,2,0.0,0.0,2
U1081720,0,One-Time Browsers,2,0.0,0.0,2
U1155411,1,One-Time Browsers,1,0.0,0.0,1
U0133524,2,Window Shoppers (Retargetable),3,0.0,0.0,2
U0114041,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0946300,1,One-Time Browsers,2,0.0,0.0,2
U0135118,1,One-Time Browsers,1,0.0,0.0,1
U0425638,0,One-Time Browsers,1,0.0,0.0,1
U0227018,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0867345,0,One-Time Browsers,1,0.0,0.0,1
U0746085,1,One-Time Browsers,1,0.0,0.0,1
U0636031,1,One-Time Browsers,2,0.0,0.0,2
U0031947,0,One-Time Browsers,1,0.0,0.0,1
U0372797,0,One-Time Browsers,2,0.0,0.0,2
U0544402,0,One-Time Browsers,1,0.0,0.0,1
U0817821,1,One-Time Browsers,1,0.0,0.0,1
U1188282,1,One-Time Browsers,1,0.0,0.0,1
U1134215,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0987605,1,One-Time Browsers,2,0.0,0.0,2
U0588853,1,One-Time Browsers,2,0.0,0.0,2
U0255439,0,One-Time Browsers,2,0.0,0.0,2
U0534595,0,One-Time Browsers,1,0.0,0.0,1
U0716445,0,One-Time Browsers,1,0.0,0.0,1
U0410980,2,Window Shoppers (Retargetable),4,0.0,0.0,3
U0493471,1,One-Time Browsers,1,0.0,0.0,1
U0821292,1,One-Time Browsers,1,0.0,0.0,1
U0574595,0,One-Time Browsers,2,0.0,0.0,2
U0725508,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0237554,1,One-Time Browsers,3,0.0,0.0,3
U1176079,0,One-Time Browsers,1,0.0,0.0,1
U0673671,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0832786,0,One-Time Browsers,1,0.0,0.0,1
U1167119,0,One-Time Browsers,2,0.0,0.0,2
U0756913,1,One-Time Browsers,1,0.0,0.0,1
U0558088,1,One-Time Browsers,3,0.0,0.0,3
U0168613,0,One-Time Browsers,1,0.0,0.0,1
U0210379,0,One-Time Browsers,1,0.0,0.0,1
U0259779,0,One-Time Browsers,2,0.0,0.0,2
U0730743,1,One-Time Browsers,2,0.0,0.0,2
U0418924,1,One-Time Browsers,2,0.0,0.0,2
U0170541,0,One-Time Browsers,1,0.0,0.0,1
U0549465,0,One-Time Browsers,1,0.0,0.0,1
U0652238,0,One-Time Browsers,2,0.0,0.0,2
U0400700,1,One-Time Browsers,4,0.0,0.0,4
U1107297,0,One-Time Browsers,2,0.0,0.0,2
U0681626,0,One-Time Browsers,1,0.0,0.0,1
U0359772,0,One-Time Browsers,1,0.0,0.0,1
U0637588,0,One-Time Browsers,1,0.0,0.0,1
U0113254,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0084884,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0532678,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0708736,0,One-Time Browsers,2,0.0,0.0,2
U0532430,0,One-Time Browsers,2,0.0,0.0,2
U0620709,0,One-Time Browsers,2,0.0,0.0,2
U0216764,1,One-Time Browsers,2,0.0,0.0,2
U1001867,0,One-Time Browsers,1,0.0,0.0,1
U0674633,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0961007,0,One-Time Browsers,1,0.0,0.0,1
U0920105,0,One-Time Browsers,1,0.0,0.0,1
U1072497,0,One-Time Browsers,1,0.0,0.0,1
U0847560,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0522132,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0939074,0,One-Time Browsers,2,0.0,0.0,2
U0126599,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0455877,1,One-Time Browsers,2,0.0,0.0,2
U0167316,1,One-Time Browsers,2,0.0,0.0,2
U0657523,0,One-Time Browsers,1,0.0,0.0,1
U0184710,1,One-Time Browsers,1,0.0,0.0,1
U0566809,1,One-Time Browsers,2,0.0,0.0,2
U0300493,1,One-Time Browsers,1,0.0,0.0,1
U1126589,1,One-Time Browsers,1,0.0,0.0,1
U0437642,0,One-Time Browsers,1,0.0,0.0,1
U0087906,1,One-Time Browsers,1,0.0,0.0,1
U0521010,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0004509,1,One-Time Browsers,1,0.0,0.0,1
U0700032,1,One-Time Browsers,1,0.0,0.0,1
U0941426,0,One-Time Browsers,1,0.0,0.0,1
U0067390,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0501958,1,One-Time Browsers,1,0.0,0.0,1
U1100550,1,One-Time Browsers,3,0.0,0.0,3
U0385772,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0365320,1,One-Time Browsers,1,0.0,0.0,1
U0253002,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0938399,0,One-Time Browsers,2,0.0,0.0,2
U0400860,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0951202,0,One-Time Browsers,1,0.0,0.0,1
U0636914,0,One-Time Browsers,1,0.0,0.0,1
U0274289,0,One-Time Browsers,2,0.0,0.0,2
U0678036,0,One-Time Browsers,2,0.0,0.0,2
U0769293,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0942532,0,One-Time Browsers,1,0.0,0.0,1
U0793853,0,One-Time Browsers,1,0.0,0.0,1
U0035318,1,One-Time Browsers,4,0.0,0.0,4
U1091340,1,One-Time Browsers,2,0.0,0.0,2
U0492147,0,One-Time Browsers,1,0.0,0.0,1
U0802415,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0262447,0,One-Time Browsers,1,0.0,0.0,1
U0208789,1,One-Time Browsers,3,0.0,0.0,3
U0504880,0,One-Time Browsers,1,0.0,0.0,1
U0762294,2,Window Shoppers (Retargetable),6,0.0,0.0,6
U0241473,1,One-Time Browsers,1,0.0,0.0,1
U1040168,1,One-Time Browsers,2,0.0,0.0,2
U0589122,0,One-Time Browsers,1,0.0,0.0,1
U0582981,1,One-Time Browsers,2,0.0,0.0,2
U0331387,1,One-Time Browsers,2,0.0,0.0,2
U1023455,1,One-Time Browsers,1,0.0,0.0,1
U0107658,0,One-Time Browsers,2,0.0,0.0,2
U0051562,1,One-Time Browsers,2,0.0,0.0,2
U0920689,0,One-Time Browsers,1,0.0,0.0,1
U0981392,1,One-Time Browsers,3,0.0,0.0,3
U0576589,0,One-Time Browsers,1,0.0,0.0,1
U0410499,0,One-Time Browsers,2,0.0,0.0,2
U1114831,1,One-Time Browsers,2,0.0,0.0,2
U0020822,0,One-Time Browsers,1,0.0,0.0,1
U1194659,0,One-Time Browsers,1,0.0,0.0,1
U0977118,0,One-Time Browsers,1,0.0,0.0,1
U0239905,1,One-Time Browsers,1,0.0,0.0,1
U0483473,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0338836,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0356730,1,One-Time Browsers,2,0.0,0.0,2
U0926583,1,One-Time Browsers,2,0.0,0.0,2
U0144382,1,One-Time Browsers,3,0.0,0.0,3
U0722910,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0452430,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0131055,0,One-Time Browsers,1,0.0,0.0,1
U0849615,0,One-Time Browsers,2,0.0,0.0,2
U0999995,0,One-Time Browsers,2,0.0,0.0,2
U0628950,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0265929,0,One-Time Browsers,1,0.0,0.0,1
U1029698,1,One-Time Browsers,3,0.0,0.0,3
U0478164,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U1164784,1,One-Time Browsers,1,0.0,0.0,1
U0567100,0,One-Time Browsers,2,0.0,0.0,2
U0391822,2,Window Shoppers (Retargetable),4,0.0,0.0,4
U0872520,0,One-Time Browsers,2,0.0,0.0,2
U1113177,1,One-Time Browsers,1,0.0,0.0,1
U1178380,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0653587,0,One-Time Browsers,2,0.0,0.0,2
U0685637,0,One-Time Browsers,2,0.0,0.0,2
U0360399,0,One-Time Browsers,2,0.0,0.0,2
U0710141,1,One-Time Browsers,2,0.0,0.0,2
U1054261,1,One-Time Browsers,4,0.0,0.0,4
U0465320,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0351512,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0375594,1,One-Time Browsers,3,0.0,0.0,3
U0901339,1,One-Time Browsers,2,0.0,0.0,2
U0682805,0,One-Time Browsers,1,0.0,0.0,1
U0375934,1,One-Time Browsers,2,0.0,0.0,2
U0455553,1,One-Time Browsers,1,0.0,0.0,1
U0387496,0,One-Time Browsers,2,0.0,0.0,2
U0156258,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U0404612,1,One-Time Browsers,1,0.0,0.0,1
U0394125,1,One-Time Browsers,4,0.0,0.0,4
U0863309,1,One-Time Browsers,3,0.0,0.0,3
U0439657,0,One-Time Browsers,2,0.0,0.0,2
U1064658,0,One-Time Browsers,2,0.0,0.0,2
U1017812,0,One-Time Browsers,2,0.0,0.0,2
U0937770,0,One-Time Browsers,2,0.0,0.0,2
U0133566,0,One-Time Browsers,2,0.0,0.0,2
U0197563,0,One-Time Browsers,1,0.0,0.0,1
U0664779,0,One-Time Browsers,1,0.0,0.0,1
U1113154,1,One-Time Browsers,3,0.0,0.0,3
U0397632,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U1138281,0,One-Time Browsers,1,0.0,0.0,1
U0037876,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U1169994,1,One-Time Browsers,2,0.0,0.0,2
U0964186,1,One-Time Browsers,2,0.0,0.0,2
U1065206,1,One-Time Browsers,3,0.0,0.0,3
U0733910,0,One-Time Browsers,1,0.0,0.0,1
U0811366,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0791442,1,One-Time Browsers,1,0.0,0.0,1
U0422720,0,One-Time Browsers,1,0.0,0.0,1
U0062629,1,One-Time Browsers,4,0.0,0.0,4
U0757517,0,One-Time Browsers,1,0.0,0.0,1
U0825989,0,One-Time Browsers,1,0.0,0.0,1
U0819959,2,Window Shoppers (Retargetable),5,0.0,0.0,5
U1066899,0,One-Time Browsers,2,0.0,0.0,2
U0179285,1,One-Time Browsers,1,0.0,0.0,1
U1056152,1,One-Time Browsers,2,0.0,0.0,2
U0723747,1,One-Time Browsers,3,0.0,0.0,3
U0750948,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0703217,0,One-Time Browsers,2,0.0,0.0,2
U0340056,1,One-Time Browsers,1,0.0,0.0,1
U1117227,1,One-Time Browsers,2,0.0,0.0,2
U0067696,0,One-Time Browsers,2,0.0,0.0,2
U0672188,1,One-Time Browsers,2,0.0,0.0,2
U0897810,0,One-Time Browsers,2,0.0,0.0,2
U0994620,1,One-Time Browsers,2,0.0,0.0,2
U1151119,2,Window Shoppers (Retargetable),7,0.0,0.0,6
U0578556,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0101869,1,One-Time Browsers,2,0.0,0.0,2
U0639266,1,One-Time Browsers,2,0.0,0.0,2
U0308674,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0870327,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0794658,1,One-Time Browsers,2,0.0,0.0,2
U0511972,1,One-Time Browsers,4,0.0,0.0,4
U1170293,2,Window Shoppers (Retargetable),3,0.0,0.0,3
U0334547,1,One-Time Browsers,3,0.0,0.0,3
U0101735,1,One-Time Browsers,2,0.0,0.0,2
U0822174,1,One-Time Browsers,2,0.0,0.0,2
U0706522,0,One-Time Browsers,1,0.0,0.0,1
